id,creation_date,completed_date,status,total_price,quantity,requester_id,approver_id,send_back_reason_id,supplier_id,item_id,spend_category_id
SO12305,04/24/2014,05/13/2014,Approved,590.78,1.0,2,0,,1582,637,12
12561006,02/28/2013,03/29/2013,Approved,0.0,12.0,6,1,,2126,638,13
4500217190,01/28/2014,01/29/2014,Approved,767.9,1.0,7,2,,1249,639,19
4500286580,06/11/2015,06/14/2015,Approved,44676.8,1.0,8,1,,2182,640,48
0227-2012,12/21/2012,12/26/2012,Approved,850.0,1.0,0,4,,388,641,23
4500147024,08/17/2012,08/18/2012,Sent Back,8540.75,1.0,3,1,68,2368,,10
841,10/08/2014,10/12/2014,Approved,900.0,500.0,8,1,,2039,642,39
4500275520,03/27/2015,04/04/2015,Approved,439.59,1.0,9,2,,2915,643,8
C 12-050,03/18/2014,03/31/2014,Approved,125232.0,1.0,2,0,,3004,644,38
SN253169,05/22/2013,06/21/2013,Sent Back,709.01,1.0,6,1,69,1225,645,
REQ0010260,05/09/2013,05/23/2013,Approved,287.43,1.0,5,3,,102,646,12
55010753,04/18/2014,05/06/2014,Approved,750.75,35.0,4,1,,368,647,24
4500221608,04/08/2015,04/09/2015,Approved,216.0,3.0,8,3,,869,648,32
4500216681,10/29/2014,11/03/2014,Sent Back,1946.0,1.0,8,0,70,1000,649,
12-G0452,06/20/2013,06/24/2013,Approved,26.16,24.0,3,0,,13,650,24
BS-13-050,02/19/2014,02/26/2014,Sent Back,97.84,2.0,7,4,71,1134,651,
30-63-2031,06/11/2014,06/15/2014,Approved,6000.0,1500.0,2,0,,2303,652,38
CN140166,01/26/2015,01/27/2015,Approved,0.0,1.0,9,0,,1558,653,7
C1200092,04/16/2013,04/19/2013,Approved,100000.0,1.0,4,1,,2431,654,45
4500199706,07/09/2013,07/12/2013,Approved,157.53,1.0,7,0,,1874,655,29
C1341041,05/06/2014,05/06/2014,Approved,42540.96,1.0,8,0,,31,656,45
C1470032,04/10/2015,04/29/2015,Approved,8000.0,1.0,4,1,,2392,657,7
45001777228,05/06/2013,05/11/2013,Approved,979.2,288.0,7,0,,357,658,8
12482133,05/30/2013,06/22/2013,Approved,6.12,1.0,0,1,,618,659,4
4500073261,08/27/2012,09/22/2012,Approved,41292.0,1.0,1,3,,2320,660,4
C175-4232,02/19/2014,02/22/2014,Approved,29.5,2.0,8,3,,2683,661,22
POR32009,07/18/2013,07/20/2013,Approved,53303.68,1.0,8,4,,1677,662,19
4500190103,07/15/2013,07/29/2013,Approved,297.6,1.0,8,4,,2640,663,0
3170515,06/21/2013,07/17/2013,Sent Back,81639.07,1.0,5,1,72,2503,,24
4500162834,12/12/2012,12/23/2012,Sent Back,1951.6,20.0,9,1,73,102,,12
12-S0070,03/18/2013,03/24/2013,Approved,650.0,1.0,1,3,,2433,664,45
13-PO-01807,05/23/2014,06/02/2014,Approved,11650.0,2.0,4,4,,2437,665,22
14-10008,06/18/2014,06/27/2014,Approved,8850982.03,1.0,4,1,,2647,666,40
PO14K075,04/28/2015,05/14/2015,Approved,525.0,1.0,9,4,,524,667,10
GP140171,05/18/2015,05/18/2015,Approved,84.0,4.0,6,3,,2392,668,52
14-G0239,12/08/2014,12/12/2014,Approved,19.8,1.0,3,4,,1316,669,41
PO14K100,05/11/2015,05/27/2015,Approved,23242.0,1.0,6,4,,2409,670,10
REQ0013660,10/02/2014,10/14/2014,Approved,3150.0,75.0,9,3,,621,671,24
4500199013,06/13/2013,06/14/2013,Approved,2150.0,1.0,4,3,,1360,672,35
C391892,05/28/2013,06/08/2013,Approved,23542.0,79.0,9,1,,53,673,24
ARB125072,09/18/2012,10/14/2012,Approved,2600.0,1.0,7,0,,2006,674,35
13-G0445,05/21/2014,06/01/2014,Approved,17.31,3.0,7,0,,1316,675,24
1.7E+13,06/03/2015,06/15/2015,Approved,1305.0,3.0,4,4,,2392,676,34
H24101-56363-1,04/01/2014,04/05/2014,Approved,4809.3,1.0,8,4,,1044,677,10
12-0002,07/18/2012,07/22/2012,Approved,21880.0,1.0,4,3,,2115,678,43
2014-1555,04/01/2015,04/03/2015,Approved,11076.0,1.0,0,2,,1961,679,3
10-00203,04/25/2013,04/30/2013,Approved,87608.0,1.0,1,0,,2841,680,40
13-G0447,05/21/2014,05/24/2014,Approved,31.89,3.0,5,1,,13,16,24
4500214517,09/10/2014,09/16/2014,Approved,1426.93,1.0,0,4,,1874,681,16
CF1330558,01/31/2014,02/13/2014,Approved,8.0,2.0,4,4,,2303,463,38
10-10015,07/24/2012,07/28/2012,Approved,2531318.0,1.0,0,2,,2714,682,40
14c340001,04/01/2015,04/02/2015,Approved,8763.0,1.0,4,1,,2392,683,6
4500191357,11/04/2014,11/14/2014,Approved,10000.0,10000.0,4,2,,2472,684,27
61300000244,03/28/2013,04/07/2013,Approved,101630.4,3720.0,8,1,,1417,685,53
4500288289,06/29/2015,07/15/2015,Approved,244505.0,1.0,6,1,,1367,686,22
4500203838,10/30/2013,12/08/2013,Sent Back,344.8,16.0,3,0,74,352,687,55
4500266300,01/22/2015,01/24/2015,Approved,7926.8,1.0,9,3,,471,688,48
12-SRP-0003,06/21/2013,07/01/2013,Approved,1820.0,3.0,0,0,,1976,689,11
1322600a34,03/24/2014,04/01/2014,Approved,6750.0,5.0,4,0,,357,690,34
PO13K108,06/04/2014,06/18/2014,Approved,330.0,1.0,4,1,,1331,691,10
4500215673,09/30/2014,10/17/2014,Approved,72.04,1.0,8,2,,1874,692,16
11-10037,06/19/2014,07/19/2014,Approved,12960.0,1.0,2,1,,2331,693,40
2UI3H1097,08/26/2013,08/29/2013,Approved,34234.2,1.0,2,1,,2118,694,13
cdo-11-046,07/10/2012,07/12/2012,Approved,60.96,3.0,2,1,,2549,695,46
4500194428,02/19/2014,02/21/2014,Approved,789.4,2.0,1,3,,1208,696,5
13-64110,10/14/2013,10/15/2013,Sent Back,39200.0,1.0,8,2,75,352,697,13
S3928144,05/08/2014,05/10/2014,Approved,15321.92,1.0,0,3,,2126,537,32
4500258385,11/14/2014,11/21/2014,Sent Back,87.6,2.0,9,3,76,1492,74,0
12-I0138,05/16/2013,05/26/2013,Approved,55.0,5.0,6,3,,695,698,35
W0309,10/22/2012,11/13/2012,Approved,1305.0,3.0,1,3,,2525,699,34
4500285122,06/08/2015,06/16/2015,Approved,13688.0,1.0,6,1,,3030,700,23
50-63-133,04/15/2014,04/23/2014,Approved,18.93,3.0,8,1,,2211,701,12
13482035,10/04/2013,10/05/2013,Approved,84.7,1.0,8,3,,2640,702,19
074H4020,10/15/2014,12/11/2014,Sent Back,7605.0,13.0,1,2,77,2409,,10
PD130399-291,10/22/2013,11/05/2013,Approved,97494.16,1.0,4,2,,2819,703,35
42A9114,06/05/2014,06/29/2014,Approved,60000.0,1.0,7,2,,39,704,45
4500181390,05/20/2013,06/11/2013,Approved,4947.8,1.0,6,0,,139,705,48
4500207026,11/12/2013,11/25/2013,Approved,4298.4,10.0,6,0,,2640,706,19
4500249177,09/03/2014,09/05/2014,Approved,66798.35,1.0,9,4,,2069,707,39
4500213674,08/05/2014,08/08/2014,Approved,3018.0,3.0,9,1,,230,708,23
14-5192,09/16/2014,09/19/2014,Approved,9505.0,1.0,1,1,,1678,709,34
1.01E+11,05/29/2013,06/28/2013,Approved,41590.8,1.0,4,4,,57,710,6
W0001230,12/01/2014,12/12/2014,Approved,1085.5,1.0,5,4,,1493,711,39
9315,04/22/2014,04/22/2014,Approved,26.0,2.0,4,3,,485,712,33
4500204370,10/23/2013,11/10/2013,Approved,776.86,14.0,4,1,,233,713,18
PRF  14-0638,12/01/2014,12/24/2014,Approved,5975.0,1.0,0,1,,2224,714,15
86000000,06/07/2013,06/30/2013,Approved,4554.0,360.0,7,3,,1678,715,48
4500190600,10/18/2012,10/29/2012,Approved,8559.57,1.0,7,1,,1536,716,25
4500155771,10/15/2012,11/08/2012,Approved,158.4,1.0,9,3,,2897,717,12
4500216829,11/03/2014,11/10/2014,Approved,82.0,2.0,0,0,,541,718,27
4500216889,11/04/2014,11/22/2014,Approved,116.28,1.0,9,1,,1874,719,16
4500266909,01/28/2015,01/28/2015,Approved,10350.0,1.0,5,0,,357,720,34
CF130193,10/11/2013,10/22/2013,Approved,132.8,20.0,0,4,,1140,721,35
4500193468,01/17/2013,02/07/2013,Approved,4670.19,1.0,7,0,,2891,722,30
L1300446,11/13/2013,12/14/2013,Approved,124.95,1.0,1,3,,987,723,42
SH121083,06/26/2013,07/01/2013,Approved,349.99,1.0,6,4,,1788,724,11
4500273487,03/12/2015,03/27/2015,Approved,326.25,225.0,1,0,,1480,725,1
4500281981,05/18/2015,05/28/2015,Approved,332.5,7.0,1,4,,1868,726,12
W1269,04/16/2013,04/18/2013,Approved,12.98,1.0,1,0,,1792,727,12
13560005,07/03/2013,07/22/2013,Approved,217.62,6.0,7,4,,2503,728,5
4500275857,04/01/2015,04/05/2015,Approved,3442.32,1.0,4,4,,327,67,55
14560102,11/14/2014,11/28/2014,Approved,1699.56,36.0,3,3,,2568,729,32
3171309,08/08/2013,08/26/2013,Approved,65569.5,1.0,0,4,,53,730,24
074D3022,11/19/2013,11/24/2013,Approved,51900.0,1200.0,1,2,,1001,731,35
12-210A,07/18/2013,07/21/2013,Approved,2664.8,20.0,9,2,,102,732,12
1422600A16,06/26/2015,07/01/2015,Approved,36314.82,1.0,7,4,,234,733,19
4500213211,06/04/2014,06/26/2014,Approved,16835.0,962.0,3,0,,2452,734,48
4500149357,08/30/2012,09/10/2012,Approved,466.2,1.0,8,0,,2233,735,0
1089,02/02/2015,02/06/2015,Approved,1566.4,880.0,0,1,,1812,736,25
09C-1828,12/10/2012,01/03/2013,Approved,178691.0,1.0,5,4,,1518,737,18
13/M-82,11/18/2013,12/21/2013,Sent Back,7072.33,1.0,9,2,78,1107,738,
C160-4505,07/08/2014,07/15/2014,Approved,225.16,2.0,0,0,,2129,739,4
PO-2660-041300000238,03/04/2013,03/26/2013,Approved,28500.0,300.0,3,3,,1030,740,41
076H2035,01/08/2013,01/26/2013,Approved,0.0,1.0,7,2,,1871,741,12
1.115E+11,11/10/2014,11/17/2014,Approved,9065.83,1.0,6,4,,1079,742,35
4500183221,04/10/2014,04/23/2014,Approved,9150.0,300.0,2,2,,2741,743,48
C1243012,10/05/2012,10/18/2012,Approved,39560.0,1.0,2,1,,609,744,2
4500211314,06/02/2014,06/17/2014,Approved,7.0,1.0,8,4,,1874,745,16
D0549,03/06/2015,03/16/2015,Approved,69900.0,1.0,7,4,,2591,746,6
P3240AHD,02/03/2014,02/22/2014,Approved,1540.0,1.0,0,2,,695,747,35
14-G0325,03/04/2015,03/06/2015,Approved,10.79,1.0,0,4,,3020,748,46
D0419,11/26/2014,12/02/2014,Approved,16180.5,6.0,2,3,,813,749,19
4500164375,12/20/2012,01/05/2013,Approved,943.8,65.0,7,4,,128,750,46
B0120,10/08/2012,10/18/2012,Approved,9200.0,1.0,6,4,,2285,751,13
4500192496,08/01/2013,09/03/2013,Approved,150.0,12.0,5,2,,2975,752,5
AF53507,09/19/2012,09/24/2012,Approved,6100.0,200.0,5,0,,1828,753,41
1244500A02,08/15/2012,08/24/2012,Approved,42187.5,1.0,4,1,,1717,754,33
W0001316,01/08/2015,01/26/2015,Approved,3210.79,1.0,9,1,,341,755,35
4500191344,07/23/2013,08/04/2013,Approved,294.36,1.0,2,0,,2124,756,19
94-63-7607,06/02/2014,06/09/2014,Approved,32673.37,1.0,7,0,,1112,757,33
4500208211,03/07/2014,03/17/2014,Approved,540.0,1.0,9,2,,1659,758,32
12561048,04/11/2013,04/27/2013,Approved,568.05,1.0,5,0,,2409,759,10
13-T3792,04/11/2014,04/25/2014,Approved,40000.0,1.0,9,1,,202,760,
4500255946,05/14/2015,05/23/2015,Approved,2184.0,5200.0,7,4,,3022,761,48
FV456183,01/09/2015,01/13/2015,Approved,79.96,2.0,5,0,,791,762,
4500186707,06/19/2013,06/21/2013,Approved,38000.0,1.0,9,3,,2444,763,16
4500142615,07/24/2012,07/27/2012,Approved,6864.0,2496.0,4,4,,1678,764,8
0441-2013,10/04/2013,10/23/2013,Approved,881.0,1.0,5,0,,1362,765,35
50-63-151,05/13/2014,06/22/2014,Approved,172.88,8.0,4,4,,976,766,12
4500195427,03/12/2013,03/13/2013,Approved,6440.0,1.0,6,3,,2628,767,39
14-G0212,11/13/2014,11/14/2014,Approved,2.85,1.0,0,0,,1374,768,39
SA-018-15AS,01/23/2015,01/25/2015,Approved,118650.0,1.0,6,3,,375,769,45
42B0163,10/09/2014,10/25/2014,Approved,75000.0,1.0,4,1,,39,142,45
CF140854,04/30/2015,05/06/2015,Approved,5.79,1.0,4,0,,745,770,35
CF120085,08/13/2012,09/07/2012,Approved,0.0,1.0,7,4,,120,771,35
4500219722,02/05/2015,02/14/2015,Approved,7182.84,42.0,9,3,,134,772,33
W0628,12/17/2012,12/19/2012,Approved,378.79,1.0,9,4,,884,773,12
13-3038,07/23/2014,07/23/2014,Approved,220000.0,1.0,7,3,,1819,774,43
4500231571,05/05/2014,05/06/2014,Approved,8635.72,2.0,5,2,,1871,775,33
4500198630,06/07/2013,06/10/2013,Approved,324.68,1.0,4,3,,1874,776,29
REQ0009848,02/14/2013,02/16/2013,Approved,278.6,2.0,1,3,,102,777,12
11-089U-3,06/20/2013,06/22/2013,Approved,5000.0,1.0,6,3,,39,778,13
3173105,11/19/2013,01/16/2014,Approved,261.0,1.0,8,4,,647,779,23
4500212655,06/27/2014,06/30/2014,Approved,156.56,1.0,4,1,,1874,780,16
4500139219,11/09/2012,11/28/2012,Approved,38509.9,35009.0,4,1,,357,781,48
CF120011,10/14/2014,10/19/2014,Approved,0.0,1.0,3,1,,1832,782,33
GP120118,05/02/2013,05/06/2013,Approved,360.0,8.0,3,2,,2163,783,42
4500212655,06/27/2014,07/01/2014,Approved,72.5,1.0,6,2,,1874,784,16
ARB127505,07/26/2012,07/26/2012,Sent Back,7755.0,1.0,4,0,79,102,785,
2660 221300000242,10/22/2012,10/24/2012,Approved,413.0,4.0,8,2,,102,786,12
4500191012,07/24/2013,07/30/2013,Approved,1748.25,75.0,4,4,,1827,787,48
REQ0009841,02/04/2013,02/13/2013,Approved,792.28,4.0,5,3,,102,788,12
9799,05/01/2015,05/10/2015,Approved,37.0,1.0,5,0,,2486,789,33
M5001024,02/19/2015,03/03/2015,Approved,10000.0,1.0,0,0,,19,790,7
2PA2L187,11/30/2012,12/07/2012,Approved,5000.83,1282.0,5,3,,2206,791,16
4600009155,01/09/2014,01/09/2014,Approved,25000000.0,1.0,6,2,,562,792,17
3170615,06/25/2013,06/28/2013,Approved,860.0,4.0,0,4,,1806,793,35
P3240AMY,05/16/2014,05/25/2014,Approved,342.28,2.0,9,0,,1451,794,35
4600004536,08/18/2014,09/08/2014,Approved,0.0,1.0,9,3,,1579,795,2
VCGC4002,05/08/2015,06/14/2015,Approved,45000.0,1.0,2,4,,784,796,13
14-003U,08/04/2014,08/07/2014,Approved,15000.0,1.0,0,4,,39,327,45
4500181723,05/28/2013,06/01/2013,Approved,900.0,240.0,6,3,,53,797,24
4500204816,11/26/2013,12/01/2013,Approved,898.5,3.0,4,1,,885,798,32
4500205878,12/31/2013,01/04/2014,Approved,275.79,1.0,7,3,,1874,799,16
4500203203,10/15/2013,10/25/2013,Approved,918.0,2.0,3,1,,2503,800,10
REQ0013630,09/10/2014,09/14/2014,Approved,22.4,4.0,7,0,,698,801,22
4500153237,09/26/2012,10/05/2012,Approved,40139.0,1.0,8,1,,1678,802,48
12560072,11/16/2012,11/26/2012,Approved,2209.5,5.0,8,1,,1218,803,35
4500251229,09/17/2014,09/19/2014,Approved,298.48,4.0,7,2,,327,804,19
PO12K038,03/08/2013,03/10/2013,Approved,235.0,1.0,8,3,,2424,805,10
14-05-0352,09/17/2014,09/21/2014,Approved,16255.8,1.0,2,0,,1827,806,48
CDCR-1413-SAU,12/05/2014,12/26/2014,Approved,31080.0,1200.0,9,2,,1404,807,24
4500202834,10/09/2013,11/09/2013,Approved,3399.0,50.0,2,1,,2640,808,19
2UI4K146,03/16/2015,05/05/2015,Approved,5285.0,1.0,7,1,,1342,809,38
SN353094,12/17/2013,01/04/2014,Approved,663.12,1.0,6,4,,2197,810,48
9020,11/10/2014,11/13/2014,Approved,251.0,1.0,9,1,,2731,811,33
50-62-41,10/30/2012,11/17/2012,Approved,382.62,6.0,5,3,,102,812,12
4500178861,06/25/2014,06/25/2014,Approved,1374.85,5.0,0,2,,218,813,9
4500210861,05/15/2014,05/19/2014,Approved,842.5,5.0,2,1,,1681,814,30
4500201426,08/27/2013,09/14/2013,Approved,337.9,1.0,1,0,,1874,815,16
CF140732,03/26/2015,04/10/2015,Approved,129.99,1.0,5,3,,2303,816,35
3151247,08/23/2012,08/28/2012,Approved,42741.0,1.0,0,0,,2076,817,33
P1300808,03/06/2014,03/19/2014,Approved,724.0,1.0,6,4,,1792,818,34
4500221977,03/03/2014,03/25/2014,Approved,17139.6,1.0,7,0,,327,819,19
REQ0012915,07/23/2014,07/26/2014,Approved,19218.0,1.0,3,4,,1235,820,32
81400000027,08/27/2013,09/06/2013,Approved,3800.0,1.0,5,2,,1763,172,38
4500267640,03/06/2015,04/05/2015,Approved,9605.15,1.0,6,1,,1672,821,41
C11E0057,04/22/2015,05/24/2015,Sent Back,700000.0,1.0,7,0,80,431,281,28
12548239,03/14/2013,03/23/2013,Sent Back,17.0,5.0,0,2,81,352,822,48
33400099,09/04/2013,09/09/2013,Approved,377.0,1.0,3,2,,357,823,34
13560137,02/14/2014,02/19/2014,Approved,170.2,10.0,9,2,,2503,824,30
SN253036,07/27/2012,08/06/2012,Approved,457.0,10.0,5,0,,327,825,19
13-5575,06/10/2014,06/23/2014,Approved,8546.0,1.0,2,3,,2963,634,7
4500171864,03/22/2013,03/23/2013,Approved,1709.48,1.0,0,1,,690,826,5
4500223476,06/01/2015,06/04/2015,Approved,20376.0,1.0,4,3,,1841,827,25
3172881,11/06/2013,11/11/2013,Approved,248.16,1.0,7,1,,2737,828,46
4500229639,04/21/2014,04/30/2014,Approved,568.8,1.0,8,3,,2503,829,1
4500162092,12/07/2012,12/10/2012,Approved,24835.0,1.0,7,1,,136,830,48
51500000139,12/22/2014,12/24/2014,Approved,8319.38,1.0,9,0,,310,831,53
12B-5807,03/12/2013,04/11/2013,Approved,454411.0,1.0,5,4,,1719,832,18
4500214832,09/12/2014,09/15/2014,Approved,2125.0,5.0,9,2,,1322,833,22
14560122,12/30/2014,01/05/2015,Approved,22.1,10.0,8,2,,2503,834,41
4500260663,12/04/2014,12/26/2014,Sent Back,84.38,1.0,7,0,82,1739,835,
C160-3293,03/07/2013,03/16/2013,Approved,601.85,1.0,0,0,,1306,63,35
CFF 4888,04/23/2013,04/24/2013,Approved,4999.99,1.0,8,2,,556,836,15
12-375,06/20/2013,07/08/2013,Approved,26050.0,1.0,6,0,,860,837,42
3007-280,10/28/2013,11/08/2013,Approved,828.64,1.0,6,3,,884,838,33
PO143077,05/19/2015,05/23/2015,Sent Back,46200.0,1.0,5,4,83,1992,839,25
2.015E+11,01/13/2015,01/20/2015,Approved,295.0,1.0,1,3,,845,840,12
4500246778,08/14/2014,08/29/2014,Approved,12048.1,1.0,3,4,,1871,841,33
12-T0054,11/16/2012,11/21/2012,Approved,25000.0,1.0,1,4,,1831,842,33
13482083,03/04/2014,03/13/2014,Approved,138.48,3.0,2,1,,618,843,19
M494015,01/16/2014,01/28/2014,Approved,15600.0,1.0,3,4,,2187,844,38
492,06/24/2013,07/04/2013,Approved,5250.0,1.0,2,2,,2706,845,35
14-10617,11/17/2014,12/16/2014,Approved,5209.63,1.0,7,1,,304,846,40
PR350144,10/21/2013,10/25/2013,Approved,359.0,50.0,8,3,,136,847,1
11-73012-000,08/14/2012,08/25/2012,Approved,3034404.0,1.0,8,1,,682,848,40
3164459,07/09/2012,07/24/2012,Approved,295.8,1.0,9,3,,2360,849,3
13-201-0126,03/05/2014,03/16/2014,Approved,10071.34,1.0,6,2,,1205,850,18
4500207999,11/19/2013,11/26/2013,Approved,2149.0,100.0,7,1,,327,851,19
4500155764,10/15/2012,11/09/2012,Sent Back,15288.58,2.0,5,3,84,2881,852,
13548071,09/05/2013,09/10/2013,Approved,195.0,500.0,5,0,,2114,853,48
4500182485,06/28/2013,07/13/2013,Approved,11760.0,224.0,2,3,,471,854,48
1UI2F1527,09/15/2012,09/22/2012,Approved,13396.0,1.0,6,3,,145,855,4
PO14K088,05/11/2015,05/12/2015,Approved,366.0,1.0,1,1,,1331,856,10
4500159192,11/14/2012,11/27/2012,Approved,27097.2,27097.2,9,3,,2711,857,48
4500213747,04/17/2014,04/19/2014,Approved,84.5,50.0,4,0,,2544,858,20
FV257178,09/17/2012,09/19/2012,Approved,6028.0,1.0,5,4,,136,859,19
4500193093,01/09/2013,01/12/2013,Approved,114048.0,1.0,5,3,,1107,860,35
4500160726,11/27/2012,12/05/2012,Approved,41808.0,160.0,3,3,,120,861,35
4500166891,01/16/2013,01/25/2013,Approved,273.9,1.0,9,2,,1749,63,12
3169562,05/09/2013,06/02/2013,Approved,492.07,1.0,9,4,,650,862,33
12560205,04/17/2013,04/26/2013,Approved,113.28,4.0,2,4,,2503,863,42
POK42300,05/18/2015,05/21/2015,Approved,12.5,5.0,6,0,,2503,864,46
4500192006,07/29/2013,07/31/2013,Approved,6245.1,540.0,3,2,,1703,865,8
13-I0119,03/25/2014,04/07/2014,Approved,10888.4,1.0,0,0,,2147,866,35
4500227057,04/01/2014,05/09/2014,Sent Back,3896.59,1.0,5,4,85,988,,50
DSH12-235,07/12/2013,07/13/2013,Approved,6930.0,4.0,4,1,,146,867,35
4500147080,08/16/2012,09/07/2012,Approved,1617.0,1.0,3,2,,200,215,12
REQ0010962,09/17/2013,10/06/2013,Approved,2420.0,5.0,2,3,,357,868,34
3165531,09/18/2012,10/06/2012,Approved,100000.0,1.0,8,4,,2930,869,29
13-10040,06/10/2013,06/16/2013,Approved,25000.0,1.0,1,1,,2575,870,40
13-G0191,11/14/2013,11/22/2013,Approved,43.38,6.0,7,1,,2211,871,12
9020,11/10/2014,11/15/2014,Approved,7975.0,1.0,2,1,,2731,872,33
13-G0155,12/17/2013,12/26/2013,Approved,225.0,50.0,5,1,,2690,873,19
4D220091,09/25/2012,09/28/2012,Approved,480.0,60.0,3,0,,120,874,38
2ui4e875,10/03/2014,10/13/2014,Approved,7750.0,1.0,8,3,,1102,875,38
4500209540,12/04/2013,12/18/2013,Approved,75140.0,2600.0,0,0,,1678,876,48
REQ0015274,06/30/2015,07/08/2015,Approved,42814.5,2.0,9,2,,1628,877,10
4500204899,11/27/2013,11/27/2013,Approved,499.88,1.0,4,0,,1874,878,16
2660- 031300000140,11/05/2012,11/06/2012,Approved,34290.0,63500.0,6,2,,2437,879,41
4500274674,06/11/2015,06/11/2015,Approved,8158.65,1.0,5,1,,1580,880,41
4500171375,02/27/2013,03/13/2013,Approved,48.0,80.0,5,4,,529,881,48
4500289740,06/26/2015,07/13/2015,Approved,84466.17,1.0,7,4,,1678,882,48
22738-12-8140-0,06/27/2013,07/05/2013,Approved,103703.2,1.0,0,2,,412,883,35
12518014,08/27/2012,09/01/2012,Sent Back,110.0,1.0,0,0,86,1255,884,
4500215602,09/26/2014,09/26/2014,Approved,27.36,144.0,3,2,,692,885,12
2UI3L476,11/12/2013,11/25/2013,Approved,8737.86,1.0,5,3,,1867,886,38
809,09/26/2013,10/01/2013,Approved,0.0,31.0,5,2,,2884,887,52
4PA2H224,03/06/2013,03/28/2013,Approved,4440.8,1400.0,0,4,,2444,888,16
HSR11-29,02/19/2014,03/02/2014,Approved,496000.0,1.0,7,3,,929,889,28
REQ0008978,07/09/2012,07/18/2012,Approved,0.0,2.0,7,2,,120,890,35
07A3701-B,10/14/2014,10/20/2014,Approved,0.0,1.0,2,1,,390,891,2
4500263388,12/23/2014,12/27/2014,Approved,5697.0,180.0,1,0,,136,892,19
3167983,02/12/2013,02/16/2013,Approved,3888.0,2880.0,4,4,,2243,893,22
8903,06/20/2013,07/07/2013,Approved,381.02,1.0,8,4,,1792,894,39
074D3051,04/18/2014,04/20/2014,Approved,30675.0,500.0,4,0,,897,895,10
1UI4E369,08/25/2014,08/31/2014,Approved,32240.0,1.0,0,3,,37,896,4
42A9558,04/20/2015,05/09/2015,Approved,25000.0,1.0,2,1,,39,142,45
12-10369,05/23/2013,06/13/2013,Approved,250850.0,1.0,7,4,,1346,897,40
11-341-0117,10/17/2012,10/29/2012,Approved,2560.0,10.0,6,0,,2241,898,23
PRF 14-0012,07/17/2014,07/23/2014,Approved,1155.0,3.0,2,3,,2899,899,35
21400000149,02/07/2014,02/21/2014,Approved,43000.0,1.0,1,1,,2636,900,16
14-G0019,07/29/2014,08/03/2014,Approved,2.4,3.0,0,2,,1374,901,12
4500184383,06/10/2013,06/15/2013,Approved,10760.0,1.0,9,2,,463,902,3
1217,03/11/2013,03/19/2013,Approved,64000.0,1.0,7,2,,1307,903,35
3170776,07/09/2013,07/09/2013,Approved,56.22,1.0,5,3,,2683,904,24
REQ0009948,03/26/2013,03/29/2013,Approved,1125.01,1.0,2,2,,2332,905,21
REQ0012581,04/24/2014,04/30/2014,Approved,24.15,1.0,7,4,,750,906,35
4500211627,01/31/2014,02/03/2014,Approved,5548.0,1.0,2,0,,136,590,48
CF121028,06/27/2013,07/12/2013,Approved,13200.0,11.0,8,3,,1486,907,33
4500172273,04/02/2013,04/10/2013,Approved,2494.8,3960.0,0,4,,707,908,25
360H4008,12/30/2014,01/07/2015,Approved,9579.2,80.0,0,1,,886,909,10
61300000104,11/02/2012,11/03/2012,Approved,16477.2,2070.0,5,1,,542,910,34
DRR12015,10/04/2012,10/10/2012,Approved,78000.0,1.0,7,0,,1875,911,28
5600003582,03/24/2014,03/31/2014,Approved,909392.0,1.0,6,1,,2184,912,40
607369,05/08/2013,05/17/2013,Approved,7000.0,1.0,1,2,,882,634,7
525920,03/18/2013,03/24/2013,Approved,10000.0,1.0,4,2,,2673,143,7
LN256037,10/22/2012,10/22/2012,Approved,260.5,10.0,8,0,,814,913,8
14-20023,08/29/2014,09/10/2014,Approved,20000.0,1.0,6,0,,2463,914,13
REQ0010497,06/04/2013,06/18/2013,Approved,48.0,4.0,0,2,,1374,915,24
4500211909,12/16/2013,12/20/2013,Sent Back,3909.84,1.0,0,2,87,1210,306,
P-130494,05/14/2013,05/16/2013,Approved,7370.0,22.0,6,3,,1678,916,34
4500144587,07/27/2012,08/20/2012,Approved,1000.0,1.0,3,1,,1305,917,12
3158860,04/25/2013,05/13/2013,Approved,24252.0,1.0,6,2,,1606,918,43
3171921,09/16/2013,09/22/2013,Approved,1866.0,1.0,6,3,,2991,919,29
50-64-28,09/24/2014,09/26/2014,Approved,39.5,2.0,3,2,,1661,920,12
4500191712,07/26/2013,07/29/2013,Sent Back,490.0,20.0,8,4,88,2497,921,
CN120188,09/07/2012,09/14/2012,Approved,844800.0,1.0,3,4,,2183,922,7
PR139017,06/21/2013,07/01/2013,Approved,3000.0,1.0,1,2,,2908,923,37
13-311,12/11/2013,12/18/2013,Approved,17865.23,1.0,6,2,,2341,924,6
13G-LA48,11/22/2013,11/29/2013,Approved,50000.0,1.0,9,0,,2487,925,13
PO422682,05/20/2013,05/23/2013,Approved,774.0,6.0,7,4,,1379,926,25
6027-4,06/29/2015,07/04/2015,Approved,372048.0,1.0,3,3,,1746,927,43
REQ0013267,06/30/2014,07/18/2014,Approved,405.55,1.0,2,3,,146,928,35
S3556054,06/12/2014,06/12/2014,Approved,1.93,1.0,3,0,,206,929,29
14-280-1178,06/08/2015,06/15/2015,Approved,6740.07,1.0,5,1,,420,930,33
4500221318,04/16/2014,04/17/2014,Approved,47.28,6.0,7,3,,2503,931,52
